
✗ Errors (1418)
| Check               | Artifact                                                                                                | Message                                                                                                                                                                                                                                                                                                            | Suggestion                                                                                                                                                                 |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[AVAILABLE_CHECKS]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[severity_filter]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[check_filter]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[ErrorSummary]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[LexibraryError]] does not resolve                                                                                                                                                                                                                                                                                | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[Severity]] does not resolve                                                                                                                                                                                                                                                                                      | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/__init__.py.md                                               | [[CheckFn]] does not resolve                                                                                                                                                                                                                                                                                       | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[hash_freshness]] does not resolve                                                                                                                                                                                                                                                                                | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[orphan_artifacts]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[aindex_coverage]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[orphaned_aindex]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[orphaned_iwh]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[orphaned_designs]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[deprecated_ttl]] does not resolve                                                                                                                                                                                                                                                                                | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[deprecation workflow]] does not resolve                                                                                                                                                                                                                                                                          | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[DESIGNS_DIR]] does not resolve                                                                                                                                                                                                                                                                                   | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[LEXIBRARY_DIR]] does not resolve                                                                                                                                                                                                                                                                                 | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[ArchivistService]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[update pipeline]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/fixes.py.md                                                  | [[TTL (time-to-live)]] does not resolve                                                                                                                                                                                                                                                                            | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[dataclass]] does not resolve                                                                                                                                                                                                                                                                                     | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[frozen dataclass]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[Literal (typing)]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[validation report]] does not resolve                                                                                                                                                                                                                                                                             | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[severity levels]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[CLI rendering]] does not resolve                                                                                                                                                                                                                                                                                 | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/validator/report.py.md                                                 | [[JSON serialization]] does not resolve                                                                                                                                                                                                                                                                            | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[ConceptIndex]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[ResolvedLink]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[UnresolvedLink]] does not resolve                                                                                                                                                                                                                                                                                | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[WikilinkResolver]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[parse_concept_file]] does not resolve                                                                                                                                                                                                                                                                            | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[serialize_concept_file]] does not resolve                                                                                                                                                                                                                                                                        | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[render_concept_template]] does not resolve                                                                                                                                                                                                                                                                       | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[concept_file_path]] does not resolve                                                                                                                                                                                                                                                                             | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[concept file]] does not resolve                                                                                                                                                                                                                                                                                  | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/__init__.py.md                                                    | [[wikilink]] does not resolve                                                                                                                                                                                                                                                                                      | Did you mean [[Wikilink Syntax]]?                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[ConceptFile]] does not resolve                                                                                                                                                                                                                                                                                   | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[parse_concept_file]] does not resolve                                                                                                                                                                                                                                                                            | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[frontmatter.title]] does not resolve                                                                                                                                                                                                                                                                             | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[frontmatter.aliases]] does not resolve                                                                                                                                                                                                                                                                           | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[frontmatter.tags]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/index.py.md                                                       | [[summary]] does not resolve                                                                                                                                                                                                                                                                                       | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[ConceptFile]] does not resolve                                                                                                                                                                                                                                                                                   | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[ConceptFileFrontmatter]] does not resolve                                                                                                                                                                                                                                                                        | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[frontmatter]] does not resolve                                                                                                                                                                                                                                                                                   | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[wikilinks]] does not resolve                                                                                                                                                                                                                                                                                     | Did you mean [[Wikilink Syntax]]?                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[Decision Log]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[markdown headings]] does not resolve                                                                                                                                                                                                                                                                             | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/parser.py.md                                                      | [[file references (backtick paths)]] does not resolve                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[wikilink]] does not resolve                                                                                                                                                                                                                                                                                      | Did you mean [[Wikilink Syntax]]?                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[ST-NNN (stack ID pattern)]] does not resolve                                                                                                                                                                                                                                                                     | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[ConceptFile]] does not resolve                                                                                                                                                                                                                                                                                   | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[ConventionFile]] does not resolve                                                                                                                                                                                                                                                                                | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[ConventionIndex]] does not resolve                                                                                                                                                                                                                                                                               | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[ConceptIndex]] does not resolve                                                                                                                                                                                                                                                                                  | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[alias]] does not resolve                                                                                                                                                                                                                                                                                         | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[frontmatter.title]] does not resolve                                                                                                                                                                                                                                                                             | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[frontmatter.aliases]] does not resolve                                                                                                                                                                                                                                                                           | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/resolver.py.md                                                    | [[fuzzy matching / get_close_matches]] does not resolve                                                                                                                                                                                                                                                            | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/serializer.py.md                                                  | [[ConceptFile]] does not resolve                                                                                                                                                                                                                                                                                   | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/serializer.py.md                                                  | [[YAML frontmatter]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/serializer.py.md                                                  | [[deprecated_at (ISO 8601)]] does not resolve                                                                                                                                                                                                                                                                      | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/serializer.py.md                                                  | [[superseded_by]] does not resolve                                                                                                                                                                                                                                                                                 | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/serializer.py.md                                                  | [[aliases and tags]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/template.py.md                                                    | [[YAML frontmatter]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/template.py.md                                                    | [[PascalCase filenames]] does not resolve                                                                                                                                                                                                                                                                          | -                                                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/template.py.md                                                    | [[wikilinks]] does not resolve                                                                                                                                                                                                                                                                                     | Did you mean [[Wikilink Syntax]]?                                                                                                                                          |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/template.py.md                                                    | [[concept files]] does not resolve                                                                                                                                                                                                                                                                                 | Did you mean [[Creating a concept file]]?                                                                                                                                  |
| wikilink_resolution | .lexibrary/designs/src/lexibrary/wiki/template.py.md                                                    | [[frontmatter tags]] does not resolve                                                                                                                                                                                                                                                                              | -                                                                                                                                                                          |
| file_existence      | .lexibrary/designs/src/lexibrary/archivist/scaffold.py.md                                               | Source file src/lexibrary/archivist/scaffold.py does not exist                                                                                                                                                                                                                                                     | Remove the design file manually, or restore the source file at 'src/lexibrary/archivist/scaffold.py'.                                                                      |
| file_existence      | .lexibrary/designs/src/lexibrary/daemon/__init__.py.md                                                  | Source file src/lexibrary/daemon/__init__.py does not exist                                                                                                                                                                                                                                                        | Remove the design file manually, or restore the source file at 'src/lexibrary/daemon/__init__.py'.                                                                         |
| file_existence      | .lexibrary/designs/src/lexibrary/daemon/debouncer.py.md                                                 | Source file src/lexibrary/daemon/debouncer.py does not exist                                                                                                                                                                                                                                                       | Remove the design file manually, or restore the source file at 'src/lexibrary/daemon/debouncer.py'.                                                                        |
| file_existence      | .lexibrary/designs/src/lexibrary/daemon/logging.py.md                                                   | Source file src/lexibrary/daemon/logging.py does not exist                                                                                                                                                                                                                                                         | Remove the design file manually, or restore the source file at 'src/lexibrary/daemon/logging.py'.                                                                          |
